Jurisdiction, Description, Taxable_Sales_and_Purchases, Row_Update_Indicator, QuarterDate
NIAGARA,Pharmaceutical and Medicine Manufacturing,181785.00,31202333254,2023-11-01
NIAGARA,Pharmaceutical and Medicine Manufacturing,143726.00,31202343254,2023-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,38339721.00,32201413254,2014-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,28489854.00,32201423254,2014-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,27870389.00,32201433254,2014-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,23602522.00,32201443254,2014-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,24565537.00,32201513254,2015-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,20447273.00,32201523254,2015-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,28160678.00,32201533254,2015-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,35526669.00,32201543254,2015-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,28514044.00,32201613254,2016-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,22566229.00,32201623254,2016-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,12639571.00,32201633254,2016-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,11905637.00,32201643254,2016-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,22704286.00,32201713254,2017-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,23095029.00,32201723254,2017-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,24872776.00,32201733254,2017-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,31238117.00,32201743254,2017-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,46717694.00,32201813254,2018-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,43718373.00,32201823254,2018-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,22927571.00,32201833254,2018-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,44684397.00,32201843254,2018-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,41121981.00,32201913254,2019-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,33431622.00,32201923254,2019-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,34172297.00,32201933254,2019-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,36669299.00,32201943254,2019-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,26929259.00,32202013254,2020-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,34895771.00,32202023254,2020-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,28612816.00,32202033254,2020-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,45893868.00,32202043254,2020-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,23364351.00,32202113254,2021-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,28470693.00,32202123254,2021-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,114585920.00,32202133254,2021-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,66370251.00,32202143254,2021-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,34737407.00,32202213254,2022-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,33110067.00,32202223254,2022-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,35906388.00,32202233254,2022-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,43472565.00,32202243254,2022-02-01
NY CITY,Pharmaceutical and Medicine Manufacturing,37498043.00,32202313254,2023-05-01
NY CITY,Pharmaceutical and Medicine Manufacturing,32509652.00,32202323254,2023-08-01
NY CITY,Pharmaceutical and Medicine Manufacturing,39303107.00,32202333254,2023-11-01
NY CITY,Pharmaceutical and Medicine Manufacturing,48296065.00,32202343254,2023-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,366301.00,33201413254,2014-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,302422.00,33201423254,2014-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,192108.00,33201433254,2014-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,220901.00,33201443254,2014-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,305196.00,33201513254,2015-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,342903.00,33201523254,2015-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,233632.00,33201533254,2015-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,338265.00,33201543254,2015-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,607130.00,33201613254,2016-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,758798.00,33201623254,2016-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,568890.00,33201633254,2016-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,509315.00,33201643254,2016-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,739454.00,33201713254,2017-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1239812.00,33201723254,2017-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1797296.00,33201733254,2017-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1126639.00,33201743254,2017-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1824202.00,33201813254,2018-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1382072.00,33201823254,2018-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1255642.00,33201833254,2018-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1671574.00,33201843254,2018-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1958383.00,33201913254,2019-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,2237801.00,33201923254,2019-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1490777.00,33201933254,2019-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1304028.00,33201943254,2019-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1188146.00,33202013254,2020-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1249533.00,33202023254,2020-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1311314.00,33202033254,2020-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,977350.00,33202043254,2020-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,1550946.00,33202113254,2021-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,892187.00,33202123254,2021-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,561341.00,33202133254,2021-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,482428.00,33202143254,2021-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,484045.00,33202213254,2022-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,361278.00,33202223254,2022-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,336113.00,33202233254,2022-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,244951.00,33202243254,2022-02-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,220374.00,33202313254,2023-05-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,294824.00,33202323254,2023-08-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,381447.00,33202333254,2023-11-01
ONEIDA,Pharmaceutical and Medicine Manufacturing,297956.00,33202343254,2023-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1678045.00,34201413254,2014-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1629344.00,34201423254,2014-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2619263.00,34201433254,2014-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1845120.00,34201443254,2014-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1879634.00,34201513254,2015-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2562402.00,34201523254,2015-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1497044.00,34201533254,2015-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,1719769.00,34201543254,2015-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2100119.00,34201613254,2016-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3201585.00,34201623254,2016-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2530016.00,34201633254,2016-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2325062.00,34201643254,2016-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2990154.00,34201713254,2017-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3115151.00,34201723254,2017-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3824490.00,34201733254,2017-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2550052.00,34201743254,2017-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,2912625.00,34201813254,2018-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3020412.00,34201823254,2018-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3165480.00,34201833254,2018-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3260705.00,34201843254,2018-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3630025.00,34201913254,2019-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3690833.00,34201923254,2019-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3160487.00,34201933254,2019-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3050949.00,34201943254,2019-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3410636.00,34202013254,2020-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3116573.00,34202023254,2020-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,3853320.00,34202033254,2020-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,5034352.00,34202043254,2020-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,6090658.00,34202113254,2021-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,4267810.00,34202123254,2021-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,5041101.00,34202133254,2021-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,4950328.00,34202143254,2021-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,5789053.00,34202213254,2022-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,4462371.00,34202223254,2022-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,5004178.00,34202233254,2022-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,6007088.00,34202243254,2022-02-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,6127420.00,34202313254,2023-05-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,6536970.00,34202323254,2023-08-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,5443769.00,34202333254,2023-11-01
ONONDAGA,Pharmaceutical and Medicine Manufacturing,7463457.00,34202343254,2023-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,82742.00,35201413254,2014-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,68493.00,35201423254,2014-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,70380.00,35201433254,2014-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,29548.00,35201443254,2014-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,86529.00,35201513254,2015-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,101798.00,35201523254,2015-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,201784.00,35201533254,2015-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,62121.00,35201543254,2015-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,153030.00,35201613254,2016-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,265717.00,35201623254,2016-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,189215.00,35201633254,2016-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,133268.00,35201643254,2016-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,205798.00,35201713254,2017-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,216029.00,35201723254,2017-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,186702.00,35201733254,2017-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,126610.00,35201743254,2017-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,180610.00,35201813254,2018-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,191877.00,35201823254,2018-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,200060.00,35201833254,2018-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,110783.00,35201843254,2018-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,174076.00,35201913254,2019-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,204451.00,35201923254,2019-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,192986.00,35201933254,2019-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,79349.00,35201943254,2019-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,110848.00,35202013254,2020-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,135783.00,35202023254,2020-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,130587.00,35202033254,2020-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,124896.00,35202043254,2020-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,123434.00,35202113254,2021-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,175523.00,35202123254,2021-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,109676.00,35202133254,2021-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,81348.00,35202143254,2021-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,86387.00,35202213254,2022-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,138672.00,35202223254,2022-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,114386.00,35202233254,2022-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,108865.00,35202243254,2022-02-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,118364.00,35202313254,2023-05-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,139298.00,35202323254,2023-08-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,171198.00,35202333254,2023-11-01
ONTARIO,Pharmaceutical and Medicine Manufacturing,124433.00,35202343254,2023-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,131174.00,36201413254,2014-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,106094.00,36201423254,2014-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,87692.00,36201433254,2014-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,77596.00,36201443254,2014-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,143471.00,36201513254,2015-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,139860.00,36201523254,2015-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,265605.00,36201533254,2015-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,353335.00,36201543254,2015-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,734018.00,36201613254,2016-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,887748.00,36201623254,2016-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,723165.00,36201633254,2016-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,623363.00,36201643254,2016-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,670838.00,36201713254,2017-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,714200.00,36201723254,2017-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,833863.00,36201733254,2017-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,703648.00,36201743254,2017-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,721037.00,36201813254,2018-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,708851.00,36201823254,2018-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,718651.00,36201833254,2018-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,630307.00,36201843254,2018-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,834739.00,36201913254,2019-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,907644.00,36201923254,2019-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,780140.00,36201933254,2019-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,854880.00,36201943254,2019-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,607461.00,36202013254,2020-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,651860.00,36202023254,2020-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,526082.00,36202033254,2020-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,532549.00,36202043254,2020-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,596437.00,36202113254,2021-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,772516.00,36202123254,2021-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,636585.00,36202133254,2021-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,513794.00,36202143254,2021-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,664363.00,36202213254,2022-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,575826.00,36202223254,2022-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,563796.00,36202233254,2022-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,408982.00,36202243254,2022-02-01
ORANGE,Pharmaceutical and Medicine Manufacturing,430951.00,36202313254,2023-05-01
ORANGE,Pharmaceutical and Medicine Manufacturing,572704.00,36202323254,2023-08-01
ORANGE,Pharmaceutical and Medicine Manufacturing,545172.00,36202333254,2023-11-01
ORANGE,Pharmaceutical and Medicine Manufacturing,512235.00,36202343254,2023-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,63115.00,37201413254,2014-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,29482.00,37201423254,2014-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,31808.00,37201433254,2014-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,21226.00,37201443254,2014-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,53539.00,37201513254,2015-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,44243.00,37201523254,2015-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,77530.00,37201533254,2015-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,64277.00,37201543254,2015-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,172990.00,37201613254,2016-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,111048.00,37201623254,2016-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,88340.00,37201633254,2016-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,88737.00,37201643254,2016-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,182940.00,37201713254,2017-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,83901.00,37201723254,2017-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,67917.00,37201733254,2017-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,57087.00,37201743254,2017-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,89145.00,37201813254,2018-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,84320.00,37201823254,2018-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,55362.00,37201833254,2018-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,40508.00,37201843254,2018-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,108242.00,37201913254,2019-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,66205.00,37201923254,2019-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,59553.00,37201933254,2019-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,37030.00,37201943254,2019-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,37830.00,37202013254,2020-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,32188.00,37202023254,2020-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,34240.00,37202033254,2020-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,31279.00,37202043254,2020-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,33433.00,37202113254,2021-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,45890.00,37202123254,2021-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,12647.00,37202133254,2021-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,19751.00,37202143254,2021-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,21530.00,37202213254,2022-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,27365.00,37202223254,2022-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,65086.00,37202233254,2022-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,24229.00,37202243254,2022-02-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,40574.00,37202313254,2023-05-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,37264.00,37202323254,2023-08-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,47279.00,37202333254,2023-11-01
ORLEANS,Pharmaceutical and Medicine Manufacturing,28215.00,37202343254,2023-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,114272.00,38201413254,2014-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,36189.00,38201423254,2014-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,44911.00,38201433254,2014-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,14247.00,38201443254,2014-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,111681.00,38201513254,2015-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,39591.00,38201523254,2015-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,39829.00,38201533254,2015-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,22395.00,38201543254,2015-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,100770.00,38201613254,2016-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,113962.00,38201623254,2016-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,89388.00,38201633254,2016-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,63009.00,38201643254,2016-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,170966.00,38201713254,2017-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,105758.00,38201723254,2017-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,109280.00,38201733254,2017-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,90731.00,38201743254,2017-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,143261.00,38201813254,2018-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,107902.00,38201823254,2018-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,135748.00,38201833254,2018-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,64994.00,38201843254,2018-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,179087.00,38201913254,2019-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,122033.00,38201923254,2019-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,119152.00,38201933254,2019-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,57899.00,38201943254,2019-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,99544.00,38202013254,2020-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,88810.00,38202023254,2020-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,76708.00,38202033254,2020-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,68793.00,38202043254,2020-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,93732.00,38202113254,2021-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,102282.00,38202123254,2021-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,47760.00,38202133254,2021-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,47968.00,38202143254,2021-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,54904.00,38202213254,2022-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,63129.00,38202223254,2022-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,58418.00,38202233254,2022-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,47820.00,38202243254,2022-02-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,37104.00,38202313254,2023-05-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,52094.00,38202323254,2023-08-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,53977.00,38202333254,2023-11-01
OSWEGO,Pharmaceutical and Medicine Manufacturing,45422.00,38202343254,2023-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,65548.00,39201413254,2014-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,38209.00,39201423254,2014-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,35751.00,39201433254,2014-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,27864.00,39201443254,2014-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,50276.00,39201513254,2015-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,67580.00,39201523254,2015-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,37887.00,39201533254,2015-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,64527.00,39201543254,2015-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,139580.00,39201613254,2016-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,403943.00,39201623254,2016-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,177290.00,39201633254,2016-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,133655.00,39201643254,2016-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,206651.00,39201713254,2017-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,228102.00,39201723254,2017-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,165319.00,39201733254,2017-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,100386.00,39201743254,2017-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,162852.00,39201813254,2018-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,165596.00,39201823254,2018-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,186670.00,39201833254,2018-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,183695.00,39201843254,2018-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,320565.00,39201913254,2019-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,182722.00,39201923254,2019-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,210877.00,39201933254,2019-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,96294.00,39201943254,2019-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,139385.00,39202013254,2020-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,100232.00,39202023254,2020-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,112359.00,39202033254,2020-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,100139.00,39202043254,2020-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,148593.00,39202113254,2021-05-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,186363.00,39202123254,2021-08-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,80739.00,39202133254,2021-11-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,75376.00,39202143254,2021-02-01
OTSEGO,Pharmaceutical and Medicine Manufacturing,89722.00,39202213254,2022-05-01
