Jurisdiction, Description, Taxable_Sales_and_Purchases, Row_Update_Indicator, QuarterDate
NIAGARA,Medical Equipment and Supplies Manufacturing,794922.00,31202223391,2022-08-01
NIAGARA,Medical Equipment and Supplies Manufacturing,539610.00,31202233391,2022-11-01
NIAGARA,Medical Equipment and Supplies Manufacturing,508393.00,31202243391,2022-02-01
NIAGARA,Medical Equipment and Supplies Manufacturing,583055.00,31202313391,2023-05-01
NIAGARA,Medical Equipment and Supplies Manufacturing,638287.00,31202323391,2023-08-01
NIAGARA,Medical Equipment and Supplies Manufacturing,609506.00,31202333391,2023-11-01
NIAGARA,Medical Equipment and Supplies Manufacturing,569876.00,31202343391,2023-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,34962690.00,32201413391,2014-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,32814732.00,32201423391,2014-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,32623259.00,32201433391,2014-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,34236296.00,32201443391,2014-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,35317503.00,32201513391,2015-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,33140998.00,32201523391,2015-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,34173618.00,32201533391,2015-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,36026893.00,32201543391,2015-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,37527980.00,32201613391,2016-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,38107276.00,32201623391,2016-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,38349735.00,32201633391,2016-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,41378777.00,32201643391,2016-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,44328560.00,32201713391,2017-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,44163334.00,32201723391,2017-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,41521878.00,32201733391,2017-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,43398175.00,32201743391,2017-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,48725064.00,32201813391,2018-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,47442960.00,32201823391,2018-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,49808394.00,32201833391,2018-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,60954680.00,32201843391,2018-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,60789968.00,32201913391,2019-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,51981725.00,32201923391,2019-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,56446854.00,32201933391,2019-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,59451335.00,32201943391,2019-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,65629766.00,32202013391,2020-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,56605327.00,32202023391,2020-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,72098516.00,32202033391,2020-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,74997814.00,32202043391,2020-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,40068021.00,32202113391,2021-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,1005764888.00,32202123391,2021-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,69783601.00,32202133391,2021-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,76010469.00,32202143391,2021-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,76605567.00,32202213391,2022-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,75343875.00,32202223391,2022-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,75872612.00,32202233391,2022-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,86086596.00,32202243391,2022-02-01
NY CITY,Medical Equipment and Supplies Manufacturing,93199053.00,32202313391,2023-05-01
NY CITY,Medical Equipment and Supplies Manufacturing,92005395.00,32202323391,2023-08-01
NY CITY,Medical Equipment and Supplies Manufacturing,80904722.00,32202333391,2023-11-01
NY CITY,Medical Equipment and Supplies Manufacturing,89817222.00,32202343391,2023-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1017322.00,33201413391,2014-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,978680.00,33201423391,2014-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1434581.00,33201433391,2014-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1168639.00,33201443391,2014-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,816450.00,33201513391,2015-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,961105.00,33201523391,2015-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1246771.00,33201533391,2015-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1511778.00,33201543391,2015-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1123597.00,33201613391,2016-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1363455.00,33201623391,2016-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1393416.00,33201633391,2016-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1087355.00,33201643391,2016-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1454731.00,33201713391,2017-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1184913.00,33201723391,2017-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1515114.00,33201733391,2017-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1205336.00,33201743391,2017-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1976207.00,33201813391,2018-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1540820.00,33201823391,2018-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1531574.00,33201833391,2018-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1450489.00,33201843391,2018-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1340100.00,33201913391,2019-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1522745.00,33201923391,2019-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1420803.00,33201933391,2019-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1216615.00,33201943391,2019-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1509322.00,33202013391,2020-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1286167.00,33202023391,2020-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1511210.00,33202033391,2020-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2298944.00,33202043391,2020-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1340945.00,33202113391,2021-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2024275.00,33202123391,2021-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2091356.00,33202133391,2021-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1867831.00,33202143391,2021-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1989925.00,33202213391,2022-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1490964.00,33202223391,2022-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1847618.00,33202233391,2022-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2038860.00,33202243391,2022-02-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1915088.00,33202313391,2023-05-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2445406.00,33202323391,2023-08-01
ONEIDA,Medical Equipment and Supplies Manufacturing,2605487.00,33202333391,2023-11-01
ONEIDA,Medical Equipment and Supplies Manufacturing,1745036.00,33202343391,2023-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4402027.00,34201413391,2014-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4445965.00,34201423391,2014-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,3945457.00,34201433391,2014-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4418988.00,34201443391,2014-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4239072.00,34201513391,2015-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4982931.00,34201523391,2015-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4447571.00,34201533391,2015-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4653000.00,34201543391,2015-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4813377.00,34201613391,2016-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5466438.00,34201623391,2016-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6064965.00,34201633391,2016-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5331021.00,34201643391,2016-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5216707.00,34201713391,2017-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5620028.00,34201723391,2017-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5139144.00,34201733391,2017-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6399993.00,34201743391,2017-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5954030.00,34201813391,2018-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6757838.00,34201823391,2018-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5686517.00,34201833391,2018-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6860907.00,34201843391,2018-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,8453706.00,34201913391,2019-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,7716810.00,34201923391,2019-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5568738.00,34201933391,2019-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6163892.00,34201943391,2019-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6808736.00,34202013391,2020-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,5378703.00,34202023391,2020-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,7327427.00,34202033391,2020-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,10228677.00,34202043391,2020-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,4744478.00,34202113391,2021-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6707496.00,34202123391,2021-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,8957422.00,34202133391,2021-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,6739153.00,34202143391,2021-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,7622757.00,34202213391,2022-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,7500710.00,34202223391,2022-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,8806533.00,34202233391,2022-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,8234267.00,34202243391,2022-02-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,7981801.00,34202313391,2023-05-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,8835749.00,34202323391,2023-08-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,12584619.00,34202333391,2023-11-01
ONONDAGA,Medical Equipment and Supplies Manufacturing,10936610.00,34202343391,2023-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,223578.00,35201413391,2014-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,183778.00,35201423391,2014-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,203408.00,35201433391,2014-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,318401.00,35201443391,2014-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,285138.00,35201513391,2015-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,326730.00,35201523391,2015-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,285219.00,35201533391,2015-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,361585.00,35201543391,2015-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,324874.00,35201613391,2016-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,420282.00,35201623391,2016-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,927271.00,35201633391,2016-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,388331.00,35201643391,2016-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,386389.00,35201713391,2017-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,389278.00,35201723391,2017-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,409011.00,35201733391,2017-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,310769.00,35201743391,2017-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,443457.00,35201813391,2018-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,519291.00,35201823391,2018-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,579108.00,35201833391,2018-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,606499.00,35201843391,2018-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,639193.00,35201913391,2019-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,503540.00,35201923391,2019-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,1181637.00,35201933391,2019-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,769994.00,35201943391,2019-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,933564.00,35202013391,2020-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,919295.00,35202023391,2020-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,727821.00,35202033391,2020-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,812252.00,35202043391,2020-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,548287.00,35202113391,2021-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,710764.00,35202123391,2021-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,1034772.00,35202133391,2021-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,958488.00,35202143391,2021-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,1042976.00,35202213391,2022-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,848499.00,35202223391,2022-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,1069330.00,35202233391,2022-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,871841.00,35202243391,2022-02-01
ONTARIO,Medical Equipment and Supplies Manufacturing,1249363.00,35202313391,2023-05-01
ONTARIO,Medical Equipment and Supplies Manufacturing,826551.00,35202323391,2023-08-01
ONTARIO,Medical Equipment and Supplies Manufacturing,961252.00,35202333391,2023-11-01
ONTARIO,Medical Equipment and Supplies Manufacturing,980053.00,35202343391,2023-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,1241662.00,36201413391,2014-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,1444278.00,36201423391,2014-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,1185288.00,36201433391,2014-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,1291190.00,36201443391,2014-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,1794622.00,36201513391,2015-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,2305764.00,36201523391,2015-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,1582083.00,36201533391,2015-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,2200761.00,36201543391,2015-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,1867394.00,36201613391,2016-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,1842585.00,36201623391,2016-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,2023721.00,36201633391,2016-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,1942675.00,36201643391,2016-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,2182346.00,36201713391,2017-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,1377499.00,36201723391,2017-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,1899168.00,36201733391,2017-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,3634914.00,36201743391,2017-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,3354141.00,36201813391,2018-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,2920405.00,36201823391,2018-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,3760639.00,36201833391,2018-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,2631689.00,36201843391,2018-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,2887210.00,36201913391,2019-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,2542325.00,36201923391,2019-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,3111504.00,36201933391,2019-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,3896603.00,36201943391,2019-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,4685143.00,36202013391,2020-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,3285903.00,36202023391,2020-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,3901897.00,36202033391,2020-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,3690688.00,36202043391,2020-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,2696867.00,36202113391,2021-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,3537272.00,36202123391,2021-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,3872124.00,36202133391,2021-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,3854048.00,36202143391,2021-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,4535582.00,36202213391,2022-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,4571708.00,36202223391,2022-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,4152553.00,36202233391,2022-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,4982857.00,36202243391,2022-02-01
ORANGE,Medical Equipment and Supplies Manufacturing,4611973.00,36202313391,2023-05-01
ORANGE,Medical Equipment and Supplies Manufacturing,4785588.00,36202323391,2023-08-01
ORANGE,Medical Equipment and Supplies Manufacturing,4783686.00,36202333391,2023-11-01
ORANGE,Medical Equipment and Supplies Manufacturing,5670983.00,36202343391,2023-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,17995.00,37201413391,2014-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,14679.00,37201423391,2014-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,15119.00,37201433391,2014-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,182703.00,37201443391,2014-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,17284.00,37201513391,2015-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,38024.00,37201523391,2015-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,86660.00,37201533391,2015-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,42424.00,37201543391,2015-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,37404.00,37201613391,2016-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,101676.00,37201623391,2016-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,34051.00,37201633391,2016-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,60180.00,37201643391,2016-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,64372.00,37201713391,2017-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,38587.00,37201723391,2017-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,31937.00,37201733391,2017-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,36936.00,37201743391,2017-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,38698.00,37201813391,2018-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,39023.00,37201823391,2018-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,23951.00,37201833391,2018-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,33316.00,37201843391,2018-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,49242.00,37201913391,2019-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,30580.00,37201923391,2019-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,18874.00,37201933391,2019-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,65944.00,37201943391,2019-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,51834.00,37202013391,2020-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,39539.00,37202023391,2020-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,46574.00,37202033391,2020-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,38946.00,37202043391,2020-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,22606.00,37202113391,2021-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,35407.00,37202123391,2021-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,61258.00,37202133391,2021-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,40352.00,37202143391,2021-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,26138.00,37202213391,2022-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,32551.00,37202223391,2022-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,40822.00,37202233391,2022-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,29654.00,37202243391,2022-02-01
ORLEANS,Medical Equipment and Supplies Manufacturing,19979.00,37202313391,2023-05-01
ORLEANS,Medical Equipment and Supplies Manufacturing,25854.00,37202323391,2023-08-01
ORLEANS,Medical Equipment and Supplies Manufacturing,38438.00,37202333391,2023-11-01
ORLEANS,Medical Equipment and Supplies Manufacturing,23975.00,37202343391,2023-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,50801.00,38201413391,2014-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,57091.00,38201423391,2014-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,60330.00,38201433391,2014-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,111399.00,38201443391,2014-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,62174.00,38201513391,2015-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,53724.00,38201523391,2015-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,88765.00,38201533391,2015-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,39861.00,38201543391,2015-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,46072.00,38201613391,2016-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,100546.00,38201623391,2016-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,41367.00,38201633391,2016-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,83678.00,38201643391,2016-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,48787.00,38201713391,2017-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,52204.00,38201723391,2017-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,51609.00,38201733391,2017-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,89642.00,38201743391,2017-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,83554.00,38201813391,2018-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,72580.00,38201823391,2018-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,99722.00,38201833391,2018-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,91086.00,38201843391,2018-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,108180.00,38201913391,2019-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,101291.00,38201923391,2019-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,108889.00,38201933391,2019-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,137025.00,38201943391,2019-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,202674.00,38202013391,2020-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,129324.00,38202023391,2020-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,143186.00,38202033391,2020-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,86871.00,38202043391,2020-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,75207.00,38202113391,2021-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,133869.00,38202123391,2021-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,86471.00,38202133391,2021-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,326296.00,38202143391,2021-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,197495.00,38202213391,2022-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,249536.00,38202223391,2022-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,727133.00,38202233391,2022-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,485580.00,38202243391,2022-02-01
OSWEGO,Medical Equipment and Supplies Manufacturing,214969.00,38202313391,2023-05-01
OSWEGO,Medical Equipment and Supplies Manufacturing,112103.00,38202323391,2023-08-01
OSWEGO,Medical Equipment and Supplies Manufacturing,244850.00,38202333391,2023-11-01
OSWEGO,Medical Equipment and Supplies Manufacturing,112620.00,38202343391,2023-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,334907.00,39201413391,2014-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,91113.00,39201423391,2014-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,63614.00,39201433391,2014-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,47752.00,39201443391,2014-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,97158.00,39201513391,2015-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,85404.00,39201523391,2015-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,75840.00,39201533391,2015-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,425614.00,39201543391,2015-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,448251.00,39201613391,2016-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,472331.00,39201623391,2016-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,45858.00,39201633391,2016-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,930278.00,39201643391,2016-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,55604.00,39201713391,2017-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,439982.00,39201723391,2017-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,50292.00,39201733391,2017-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,221670.00,39201743391,2017-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,410885.00,39201813391,2018-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,140803.00,39201823391,2018-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,158489.00,39201833391,2018-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,81301.00,39201843391,2018-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,748010.00,39201913391,2019-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,1043354.00,39201923391,2019-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,111164.00,39201933391,2019-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,933744.00,39201943391,2019-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,1440167.00,39202013391,2020-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,1003010.00,39202023391,2020-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,1434495.00,39202033391,2020-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,1496883.00,39202043391,2020-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,61290.00,39202113391,2021-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,128371.00,39202123391,2021-08-01
OTSEGO,Medical Equipment and Supplies Manufacturing,131510.00,39202133391,2021-11-01
OTSEGO,Medical Equipment and Supplies Manufacturing,95850.00,39202143391,2021-02-01
OTSEGO,Medical Equipment and Supplies Manufacturing,463158.00,39202213391,2022-05-01
OTSEGO,Medical Equipment and Supplies Manufacturing,137968.00,39202223391,2022-08-01
